,Restaurant ID,Restaurant Name,Country Code,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
1332,18462605,Shama Chicken Corner,1,Gurgaon,DLF Phase 2,77.0860801,28.4823177,Mughlai,300,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
1333,18462609,Unique Food Hut,1,Gurgaon,DLF Phase 2,77.082573,28.4904966,"Fast Food, North Indian, Beverages",600,Indian Rupees(Rs.),No,No,500-1000,0.0,White,Not rated,0,India
1334,3565,A 1 - Snacks and food corner,1,Gurgaon,DLF Phase 3,77.0942076,28.4899921,"North Indian, Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,0-500,2.5,Orange,Average,16,India
1335,18367364,Anandum,1,Gurgaon,DLF Phase 3,77.1034343,28.486136,South Indian,400,Indian Rupees(Rs.),No,No,0-500,3.2,Orange,Average,13,India
1336,1028,Apni Rasoi,1,Gurgaon,DLF Phase 3,77.0936335,28.4912907,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,0-500,3.0,Orange,Average,160,India
1337,308673,Banke Bihari Bhojanalay,1,Gurgaon,DLF Phase 3,77.0935436,28.4934335,"Mithai, Street Food, North Indian",200,Indian Rupees(Rs.),No,No,0-500,2.6,Orange,Average,36,India
1338,18383473,Biryani 365,1,Gurgaon,DLF Phase 3,77.0957016,28.4948958,Mughlai,700,Indian Rupees(Rs.),No,Yes,500-1000,3.2,Orange,Average,17,India
1339,18444416,Bro's Kitchenette,1,Gurgaon,DLF Phase 3,77.09530905,28.48826511,"Fast Food, Street Food, Beverages",350,Indian Rupees(Rs.),No,No,0-500,3.3,Orange,Average,11,India
1340,18161609,Cafe Coffee Day,1,Gurgaon,DLF Phase 3,77.09327124,28.49457813,Cafe,450,Indian Rupees(Rs.),No,No,0-500,3.1,Orange,Average,9,India
1341,611,Cafe Coffee Day,1,Gurgaon,DLF Phase 3,77.09158514,28.49034965,Cafe,450,Indian Rupees(Rs.),No,No,0-500,3.2,Orange,Average,26,India
1342,18322677,Cafe Du Rendezvous,1,Gurgaon,DLF Phase 3,77.0998522,28.4947415,"Cafe, Street Food",400,Indian Rupees(Rs.),No,Yes,0-500,3.2,Orange,Average,21,India
1343,18204847,Cake 24x7,1,Gurgaon,DLF Phase 3,77.1038389,28.4874747,Bakery,600,Indian Rupees(Rs.),No,Yes,500-1000,3.3,Orange,Average,25,India
1344,308044,Cake On Wheels,1,Gurgaon,DLF Phase 3,77.1047829,28.4874309,"Bakery, Desserts, Fast Food",200,Indian Rupees(Rs.),No,Yes,0-500,2.8,Orange,Average,18,India
1345,18294819,Cake Point,1,Gurgaon,DLF Phase 3,77.0939033,28.4902409,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,500-1000,2.9,Orange,Average,7,India
1346,309697,Cake Point,1,Gurgaon,DLF Phase 3,77.1038389,28.487654,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,500-1000,3.0,Orange,Average,35,India
1347,18444353,Cakes Degree,1,Gurgaon,DLF Phase 3,77.094263,28.4923373,Bakery,300,Indian Rupees(Rs.),No,Yes,0-500,3.4,Orange,Average,18,India
1348,304185,Chateau Garlic,1,Gurgaon,DLF Phase 3,77.10263249,28.48750366,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,500-1000,3.0,Orange,Average,14,India
1349,18383489,Chennai Express,1,Gurgaon,DLF Phase 3,77.0939932,28.4931181,"South Indian, North Indian",300,Indian Rupees(Rs.),No,No,0-500,3.2,Orange,Average,15,India
1350,312022,Crust N Cakes,1,Gurgaon,DLF Phase 3,77.0922847,28.4911611,Bakery,550,Indian Rupees(Rs.),No,Yes,500-1000,3.4,Orange,Average,18,India
1351,18425765,Dabba Meat,1,Gurgaon,DLF Phase 3,77.0930322,28.4906544,North Indian,550,Indian Rupees(Rs.),No,Yes,500-1000,3.4,Orange,Average,29,India
1352,2827,Deepak Rasoi,1,Gurgaon,DLF Phase 3,77.0951644,28.4897671,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,0-500,2.7,Orange,Average,22,India
1353,18223957,Foodaucity - Bum Bum Bholey Ke Chole Bhature,1,Gurgaon,DLF Phase 3,77.0937234,28.4938093,Street Food,300,Indian Rupees(Rs.),No,No,0-500,3.3,Orange,Average,14,India
1354,18492107,Foodies Nation,1,Gurgaon,DLF Phase 3,0.0,0.0,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,0-500,3.4,Orange,Average,19,India
1355,300074,Goli Vada Pav No. 1,1,Gurgaon,DLF Phase 3,77.0934537,28.4935145,Street Food,150,Indian Rupees(Rs.),No,Yes,0-500,3.1,Orange,Average,83,India
1356,305096,Grandma's Kitchen,1,Gurgaon,DLF Phase 3,77.0936335,28.49147,"North Indian, South Indian",400,Indian Rupees(Rs.),No,Yes,0-500,2.5,Orange,Average,20,India
1357,18336206,Gurgaon Hights,1,Gurgaon,DLF Phase 3,77.093679,28.4917895,North Indian,400,Indian Rupees(Rs.),No,Yes,0-500,2.5,Orange,Average,19,India
1358,303094,Idliss,1,Gurgaon,DLF Phase 3,77.0949823,28.4933028,"South Indian, North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,0-500,3.4,Orange,Average,359,India
1359,306858,Indian Home Food,1,Gurgaon,DLF Phase 3,77.0934537,28.4911838,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,500-1000,2.6,Orange,Average,51,India
1360,312562,Jetha Lal Ka Dhabha,1,Gurgaon,DLF Phase 3,77.09503077,28.49332817,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,0-500,3.1,Orange,Average,53,India
1361,307935,Kusum Rolls,1,Gurgaon,DLF Phase 3,77.092692,28.4907443,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,Yes,0-500,3.1,Orange,Average,71,India
1362,302184,Megha Vaishno Dhaba,1,Gurgaon,DLF Phase 3,77.0952332,28.4949836,North Indian,300,Indian Rupees(Rs.),No,No,0-500,3.1,Orange,Average,33,India
1363,1694,Nikhil Food Point,1,Gurgaon,DLF Phase 3,77.0947642,28.4899703,"Chinese, North Indian",200,Indian Rupees(Rs.),No,No,0-500,2.7,Orange,Average,19,India
1364,309541,Plan B,1,Gurgaon,DLF Phase 3,77.0962564,28.4846488,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,No,1000-2000,3.4,Orange,Average,132,India
1365,18161587,Punjabi Zaika,1,Gurgaon,DLF Phase 3,77.1048728,28.4872602,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,500-1000,3.2,Orange,Average,74,India
1366,18258475,Rasoi,1,Gurgaon,DLF Phase 3,77.1046906,28.487522,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,500-1000,3.0,Orange,Average,6,India
1367,313209,Roll's Royce,1,Gurgaon,DLF Phase 3,77.0938134,28.4934594,"Fast Food, North Indian",200,Indian Rupees(Rs.),No,Yes,0-500,3.2,Orange,Average,42,India
1368,302229,Shree Bikaner Misthan Bhandar,1,Gurgaon,DLF Phase 3,77.0941281,28.4921002,"Street Food, Mithai",100,Indian Rupees(Rs.),No,Yes,0-500,3.1,Orange,Average,29,India
1369,18441196,Smokey Pan,1,Gurgaon,DLF Phase 3,77.0945327,28.4899428,"North Indian, Greek, Mughlai",300,Indian Rupees(Rs.),No,No,0-500,3.2,Orange,Average,14,India
1370,18398610,Surprise O Meal,1,Gurgaon,DLF Phase 3,77.0935436,28.4911924,"Continental, North Indian, Chinese",550,Indian Rupees(Rs.),No,Yes,500-1000,3.4,Orange,Average,35,India
1371,18237322,Tandoor on The Way,1,Gurgaon,DLF Phase 3,77.0935436,28.4931646,Fast Food,300,Indian Rupees(Rs.),No,Yes,0-500,3.2,Orange,Average,45,India
1372,309696,Tawa N Tandoor,1,Gurgaon,DLF Phase 3,77.0944877,28.4928519,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,Yes,500-1000,2.7,Orange,Average,51,India
1373,18357544,The Paradise Biryani,1,Gurgaon,DLF Phase 3,77.0994974,28.4942093,"Biryani, North Indian",700,Indian Rupees(Rs.),No,Yes,500-1000,2.9,Orange,Average,22,India
1374,18431563,The Royal,1,Gurgaon,DLF Phase 3,77.0934087,28.4936446,"Fast Food, Beverages",550,Indian Rupees(Rs.),No,No,500-1000,3.3,Orange,Average,15,India
1375,18337747,Theka Desi Khaana,1,Gurgaon,DLF Phase 3,77.0948924,28.4932941,"North Indian, Chinese",350,Indian Rupees(Rs.),No,Yes,0-500,3.0,Orange,Average,12,India
1376,18258477,Tobasco Kitchen,1,Gurgaon,DLF Phase 3,77.0946676,28.4930484,"Fast Food, Pizza",500,Indian Rupees(Rs.),No,Yes,500-1000,3.2,Orange,Average,38,India
1377,18396189,Tpot,1,Gurgaon,DLF Phase 3,77.0935436,28.4934335,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,0-500,3.2,Orange,Average,15,India
1378,6915,Uncle's Cafe,1,Gurgaon,DLF Phase 3,77.094263,28.4900962,"North Indian, Biryani, Fast Food, Chinese",350,Indian Rupees(Rs.),No,No,0-500,2.7,Orange,Average,23,India
1379,18233576,Welcome Cafeteria,1,Gurgaon,DLF Phase 3,77.0940363,28.4931115,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,500-1000,3.3,Orange,Average,23,India
1380,18256890,Yo Yo China Town,1,Gurgaon,DLF Phase 3,77.093805,28.49330872,"Chinese, North Indian, South Indian",400,Indian Rupees(Rs.),No,Yes,0-500,2.8,Orange,Average,31,India
1381,18384115,Caterspoint,1,Gurgaon,DLF Phase 3,77.1039737,28.4872636,"Mexican, American, Healthy Food",500,Indian Rupees(Rs.),No,Yes,500-1000,4.9,Dark Green,Excellent,223,India
1382,18352208,Bake-a-boo,1,Gurgaon,DLF Phase 3,77.09623341,28.49025712,Bakery,200,Indian Rupees(Rs.),No,Yes,0-500,3.7,Yellow,Good,55,India
1383,4171,Burger Hut,1,Gurgaon,DLF Phase 3,77.094263,28.4923373,"Burger, Fast Food, Chinese",300,Indian Rupees(Rs.),No,Yes,0-500,3.6,Yellow,Good,319,India
1384,18238279,China Gatherings,1,Gurgaon,DLF Phase 3,77.0939033,28.4902409,"Chinese, Thai",550,Indian Rupees(Rs.),No,Yes,500-1000,3.5,Yellow,Good,46,India
1385,18286517,Crazy Bhukkhad,1,Gurgaon,DLF Phase 3,77.0924646,28.4896545,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,0-500,3.9,Yellow,Good,54,India
1386,575,Deez Biryani & Kebabs,1,Gurgaon,DLF Phase 3,77.103659,28.4878161,"Biryani, North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,500-1000,3.7,Yellow,Good,371,India
1387,18280305,Fomads,1,Gurgaon,DLF Phase 3,77.0943525,28.4922725,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,0-500,3.6,Yellow,Good,26,India
1388,18359286,Happy Beings,1,Gurgaon,DLF Phase 3,77.094627,28.490666,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,500-1000,3.5,Yellow,Good,66,India
1389,18450609,InstaDozza,1,Gurgaon,DLF Phase 3,77.0935436,28.4934335,South Indian,250,Indian Rupees(Rs.),No,Yes,0-500,3.5,Yellow,Good,28,India
1390,18237324,Mom's Kitchen,1,Gurgaon,DLF Phase 3,77.0938134,28.4937283,North Indian,300,Indian Rupees(Rs.),No,Yes,0-500,3.5,Yellow,Good,27,India
1391,18461214,The Baker's Bar  ... Bakery & Cafe,1,Gurgaon,DLF Phase 3,77.09333796,28.49088743,"Italian, Lebanese, Fast Food, Bakery",400,Indian Rupees(Rs.),No,No,0-500,3.6,Yellow,Good,29,India
1392,18294226,Veg Ex,1,Gurgaon,DLF Phase 3,77.1036643,28.4879232,North Indian,500,Indian Rupees(Rs.),No,Yes,500-1000,3.8,Yellow,Good,45,India
1393,18383513,Volt - By Plan B,1,Gurgaon,DLF Phase 3,77.1021761,28.4957118,"Mediterranean, Mughlai, Thai, North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,1000-2000,3.5,Yellow,Good,19,India
1394,18372311,ZASTY,1,Gurgaon,DLF Phase 3,77.094031,28.492698,"Continental, North Indian, Asian",500,Indian Rupees(Rs.),No,Yes,500-1000,3.5,Yellow,Good,52,India
1395,4172,Aahar,1,Gurgaon,DLF Phase 3,77.0943256,28.492384,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,0-500,2.0,Red,Poor,60,India
1396,310525,Chicken Bytes,1,Gurgaon,DLF Phase 3,77.094263,28.4923373,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,500-1000,2.1,Red,Poor,34,India
1397,300054,Flying Cakes,1,Gurgaon,DLF Phase 3,77.0943529,28.4924355,Bakery,350,Indian Rupees(Rs.),No,Yes,0-500,2.2,Red,Poor,136,India
1398,301278,Punjabi Tadka,1,Gurgaon,DLF Phase 3,77.0937234,28.4914786,North Indian,500,Indian Rupees(Rs.),No,No,500-1000,2.2,Red,Poor,43,India
1399,18451182,Coldpress Company,1,Gurgaon,DLF Phase 3,77.09321138,28.489834,"Healthy Food, Juices, Salad, Italian, Continental",500,Indian Rupees(Rs.),No,Yes,500-1000,4.0,Green,Very Good,34,India
1400,18384142,Crudo Juicery,1,Gurgaon,DLF Phase 3,77.1049154,28.4871499,"Beverages, Salad, Beverages",400,Indian Rupees(Rs.),No,Yes,0-500,4.3,Green,Very Good,33,India
1401,18241498,First Eat,1,Gurgaon,DLF Phase 3,77.094173,28.4904461,"Healthy Food, North Indian, Continental",300,Indian Rupees(Rs.),No,No,0-500,4.0,Green,Very Good,162,India
1402,18265384,Zoe,1,Gurgaon,DLF Phase 3,77.08978873,28.49488428,"Juices, Beverages, Healthy Food",700,Indian Rupees(Rs.),No,Yes,500-1000,4.3,Green,Very Good,217,India
1403,311494,Dabba Meat,1,Gurgaon,DLF Phase 4,77.087429,28.4681035,North Indian,550,Indian Rupees(Rs.),No,Yes,500-1000,3.1,Orange,Average,195,India
1404,7078,Kashmiri Kitchen,1,Gurgaon,DLF Phase 4,77.0715115,28.4739245,Kashmiri,1000,Indian Rupees(Rs.),Yes,Yes,1000-2000,3.4,Orange,Average,210,India
1405,307185,Rumi's Kitchen,1,Gurgaon,DLF Phase 4,77.0858383,28.4700182,"Biryani, Lucknowi, North Indian",500,Indian Rupees(Rs.),No,Yes,500-1000,3.4,Orange,Average,165,India
1406,18371404,Baking Bad,1,Gurgaon,DLF Phase 4,77.0813069,28.4666333,"Italian, Pizza",1000,Indian Rupees(Rs.),No,Yes,1000-2000,3.7,Yellow,Good,98,India
1407,18281982,Bamboo Boat,1,Gurgaon,DLF Phase 4,77.0888382,28.4614757,"Japanese, Tibetan, Vietnamese, Korean",700,Indian Rupees(Rs.),No,Yes,500-1000,3.8,Yellow,Good,115,India
1408,311725,Big Jack's,1,Gurgaon,DLF Phase 4,77.08591864,28.46970311,"Continental, Burger, American",800,Indian Rupees(Rs.),No,Yes,500-1000,3.5,Yellow,Good,129,India
1409,18365994,Kebab Gali,1,Gurgaon,DLF Phase 4,77.0872491,28.4626173,"North Indian, Mughlai, Biryani",600,Indian Rupees(Rs.),No,Yes,500-1000,3.9,Yellow,Good,164,India
1410,18254524,Lucknow Mail,1,Gurgaon,DLF Phase 4,77.0857654,28.4700505,"Awadhi, North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,500-1000,3.8,Yellow,Good,86,India
1411,18070480,Monster's Cafe,1,Gurgaon,DLF Phase 4,77.08598737,28.46978122,"Continental, North Indian, Chinese",1200,Indian Rupees(Rs.),No,Yes,1000-2000,3.5,Yellow,Good,269,India
1412,312261,Monty's Chicken Wings,1,Gurgaon,DLF Phase 4,77.0881933,28.461408,Fast Food,600,Indian Rupees(Rs.),No,Yes,500-1000,3.9,Yellow,Good,124,India
1413,18433890,My Country Platter,1,Gurgaon,DLF Phase 4,77.0887329,28.4614598,"Asian, Chinese, North Indian",600,Indian Rupees(Rs.),No,Yes,500-1000,3.8,Yellow,Good,61,India
1414,18138434,SARA World Cuisine,1,Gurgaon,DLF Phase 4,77.0880584,28.4616192,"Italian, Fast Food",500,Indian Rupees(Rs.),No,Yes,500-1000,3.9,Yellow,Good,90,India
1415,303100,Wah! Amritsar,1,Gurgaon,DLF Phase 4,77.0879685,28.4617002,"North Indian, Mughlai",750,Indian Rupees(Rs.),No,Yes,500-1000,3.6,Yellow,Good,213,India
1416,18025125,World In A Box,1,Gurgaon,DLF Phase 4,77.0966008,28.4834181,"Healthy Food, European, Continental, Salad",750,Indian Rupees(Rs.),No,Yes,500-1000,3.6,Yellow,Good,461,India
1417,18425140,Bun Intended,1,Gurgaon,DLF Phase 4,77.08301514,28.46624793,"Burger, American, Fast Food",850,Indian Rupees(Rs.),No,Yes,500-1000,4.2,Green,Very Good,93,India
1418,18241497,Cafe Gatherings,1,Gurgaon,DLF Phase 4,77.0875226,28.4622589,"Cafe, Continental",750,Indian Rupees(Rs.),No,Yes,500-1000,4.4,Green,Very Good,161,India
1419,18153541,Cafe Soul Garden,1,Gurgaon,DLF Phase 4,77.0888677,28.4616072,"Cafe, Continental, Italian, Pizza",1300,Indian Rupees(Rs.),Yes,Yes,1000-2000,4.1,Green,Very Good,255,India
1420,18339049,Food O Gram,1,Gurgaon,DLF Phase 4,77.0859584,28.4699579,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,500-1000,4.0,Green,Very Good,88,India
1421,18232093,Happy Hakka,1,Gurgaon,DLF Phase 4,77.0880135,28.46157,"Chinese, Asian, Thai",650,Indian Rupees(Rs.),No,Yes,500-1000,4.1,Green,Very Good,134,India
1422,18361762,Kaiser,1,Gurgaon,DLF Phase 4,77.088706,28.46147,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,500-1000,4.1,Green,Very Good,152,India
1423,18025098,Pizza Central,1,Gurgaon,DLF Phase 4,77.087295,28.4623501,"Fast Food, Italian, Pizza",600,Indian Rupees(Rs.),No,Yes,500-1000,4.1,Green,Very Good,151,India
1424,18337913,Tasty Fare,1,Gurgaon,DLF Phase 5,77.0957635,28.4486392,"American, Fast Food",600,Indian Rupees(Rs.),No,Yes,500-1000,3.4,Orange,Average,42,India
1425,18138446,Burger Point,1,Gurgaon,DLF Phase 5,77.0978116,28.4495295,"Burger, Fast Food",300,Indian Rupees(Rs.),No,Yes,0-500,3.6,Yellow,Good,39,India
1426,18383447,Drifters Cafe,1,Gurgaon,DLF Phase 5,77.0951664,28.4477214,"Chinese, Thai, Asian",400,Indian Rupees(Rs.),No,Yes,0-500,3.9,Yellow,Good,40,India
1427,18381262,Oh! Fudge,1,Gurgaon,DLF Phase 5,77.0957435,28.4486422,"Bakery, Desserts",300,Indian Rupees(Rs.),No,Yes,0-500,3.8,Yellow,Good,93,India
1428,18349894,Anjlika,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0992983,28.447904,"Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),No,No,0-500,3.1,Orange,Average,7,India
1429,304552,IZU,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0990285,28.4481471,"Japanese, Sushi",1100,Indian Rupees(Rs.),Yes,Yes,1000-2000,3.4,Orange,Average,129,India
1430,4618,Sugar & Spice - Le Marche,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0994781,28.4476522,"Bakery, Fast Food",800,Indian Rupees(Rs.),No,No,500-1000,2.9,Orange,Average,107,India
1431,307366,Bizibean,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0992084,28.4480747,Cafe,550,Indian Rupees(Rs.),No,No,500-1000,3.6,Yellow,Good,59,India
1432,18366026,ChandChini,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.09939003,28.4478212,"North Indian, Mithai, Chinese, Street Food",800,Indian Rupees(Rs.),Yes,No,500-1000,3.8,Yellow,Good,40,India
1433,9895,Coffee & Chai Co.,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0992156,28.4480264,"Italian, Mexican, Cafe",1100,Indian Rupees(Rs.),Yes,Yes,1000-2000,3.6,Yellow,Good,296,India
1434,18453035,Greek Food & Beyond,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0990488,28.4479922,"Greek, Mediterranean",1200,Indian Rupees(Rs.),Yes,No,1000-2000,3.6,Yellow,Good,27,India
1435,302455,Mediumwelldone,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0994781,28.4476522,"American, European, North Indian",1800,Indian Rupees(Rs.),Yes,Yes,1000-2000,3.5,Yellow,Good,259,India
1436,308248,Sonya Bakery Cafe,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0991634,28.4482945,"Bakery, Desserts, Beverages",350,Indian Rupees(Rs.),No,No,0-500,3.5,Yellow,Good,34,India
1437,313047,Soul & Spice Co.,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0991184,28.448066,"North Indian, Street Food, Beverages",1000,Indian Rupees(Rs.),Yes,Yes,1000-2000,3.8,Yellow,Good,120,India
1438,8241,7 Degrees Brauhaus,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0992983,28.448173,"Continental, North Indian, European, Finger Food",3200,Indian Rupees(Rs.),Yes,No,>2000,4.2,Green,Very Good,1193,India
1439,18341926,Cafe Amaretto,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0991184,28.4481557,"Cafe, Italian, European, Bakery",1400,Indian Rupees(Rs.),Yes,Yes,1000-2000,4.1,Green,Very Good,147,India
1440,308023,Sibang Bakery,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0993432,28.4472358,"Bakery, Desserts, Beverages",500,Indian Rupees(Rs.),No,Yes,500-1000,4.1,Green,Very Good,227,India
1441,311486,The Hangout by 1861,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0993882,28.4477333,"Continental, American, Italian",1600,Indian Rupees(Rs.),Yes,Yes,1000-2000,4.0,Green,Very Good,192,India
1442,18138430,The Mad Teapot/The Wishing Chair,1,Gurgaon,"DLF South Point Mall, Golf Course Road",77.0994781,28.4476522,"Cafe, Italian, Bakery",1000,Indian Rupees(Rs.),Yes,No,1000-2000,4.4,Green,Very Good,83,India
1443,18361778,Ninkasi Imperial Brews & Cookery,1,Gurgaon,"DLF Star Mall, Sector 30",77.0526236,28.4616176,"North Indian, Asian, European",3000,Indian Rupees(Rs.),Yes,No,>2000,4.2,Green,Very Good,77,India
1444,9742,Zaffran,1,Gurgaon,"DLF Star Mall, Sector 30",77.0525451,28.4616552,"North Indian, Mughlai",1600,Indian Rupees(Rs.),No,Yes,1000-2000,4.1,Green,Very Good,229,India
1445,7518,Spiritual Bar & Lounge-DoubleTree by Hilton,1,Gurgaon,"DoubleTree by Hilton, Sector 56",77.104693,28.4221468,"Pizza, Italian",2000,Indian Rupees(Rs.),Yes,No,>2000,3.4,Orange,Average,52,India
1446,7516,The Food Store - DoubleTree by Hilton,1,Gurgaon,"DoubleTree by Hilton, Sector 56",77.104693,28.4221468,"European, Italian",3000,Indian Rupees(Rs.),Yes,No,>2000,3.6,Yellow,Good,58,India
1447,3586,Barista,1,Gurgaon,"DT City Centre Mall, MG Road",77.0808644,28.4788581,Cafe,650,Indian Rupees(Rs.),No,Yes,500-1000,3.3,Orange,Average,25,India
1448,313264,Burger King,1,Gurgaon,"DT City Centre Mall, MG Road",77.0807295,28.4792485,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,500-1000,3.4,Orange,Average,452,India
1449,311805,Club Mojo,1,Gurgaon,"DT City Centre Mall, MG Road",77.0808194,28.4788089,"North Indian, Chinese",2000,Indian Rupees(Rs.),Yes,No,>2000,2.6,Orange,Average,35,India
1450,308897,KFC,1,Gurgaon,"DT City Centre Mall, MG Road",77.0808644,28.479127,"American, Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,500-1000,2.6,Orange,Average,134,India
1451,2825,Not Just Paranthas,1,Gurgaon,"DT City Centre Mall, MG Road",77.0808644,28.4788581,North Indian,1100,Indian Rupees(Rs.),Yes,Yes,1000-2000,2.7,Orange,Average,426,India
1452,9674,Shree Rathnam,1,Gurgaon,"DT City Centre Mall, MG Road",77.0806845,28.4787511,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),No,Yes,500-1000,2.9,Orange,Average,108,India
1453,18276997,Mogli's Coffee,1,Gurgaon,"DT City Centre Mall, MG Road",77.08076142,28.47907544,Cafe,150,Indian Rupees(Rs.),No,No,0-500,3.8,Yellow,Good,35,India
1454,18336180,Pind Balluchi,1,Gurgaon,"DT Mega Mall, DLF Phase 1",77.0931234,28.4757509,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,500-1000,2.6,Orange,Average,26,India
1455,311061,Sip n Bite,1,Gurgaon,"DT Mega Mall, DLF Phase 1",77.09314417,28.47571545,"North Indian, Chinese, Continental",500,Indian Rupees(Rs.),No,Yes,500-1000,3.2,Orange,Average,38,India
1456,18312471,Abar Khabo,1,Gurgaon,"DT Mega Mall, DLF Phase 1",77.09307712,28.47579915,Bengali,550,Indian Rupees(Rs.),No,Yes,500-1000,3.6,Yellow,Good,86,India
1457,18378048,Moti Mahal Delux,1,Gurgaon,"DT Mega Mall, DLF Phase 1",77.093094,28.476268,North Indian,1000,Indian Rupees(Rs.),Yes,Yes,1000-2000,3.6,Yellow,Good,29,India
1458,18462584,The Lost Mughal,1,Gurgaon,"DT Mega Mall, DLF Phase 1",77.09335204,28.47565209,"North Indian, Mughlai, Biryani",700,Indian Rupees(Rs.),No,Yes,500-1000,3.8,Yellow,Good,43,India
1459,5019,Fortune Deli - Fortune Select Excalibur,1,Gurgaon,"Fortune Select Excalibur, Sohna Road",77.0411995,28.4164952,Bakery,1000,Indian Rupees(Rs.),No,No,1000-2000,3.6,Yellow,Good,42,India
1460,4719,India on my Plate - Fortune Select Excalibur,1,Gurgaon,"Fortune Select Excalibur, Sohna Road",77.0411995,28.4164952,"North Indian, Mughlai",2000,Indian Rupees(Rs.),Yes,No,>2000,4.0,Green,Very Good,111,India
1461,305400,Orchid - Fortune Select Global,1,Gurgaon,"Fortune Select Global, MG Road",77.1031649,28.4818475,"North Indian, Chinese, Continental",2500,Indian Rupees(Rs.),Yes,No,>2000,2.6,Orange,Average,20,India
1462,309141,Hungry Buffoons,1,Gurgaon,"Global Foyer Mall, Golf Course Road",77.0950645,28.460459,"North Indian, Italian, Mexican",300,Indian Rupees(Rs.),No,No,0-500,2.7,Orange,Average,24,India
1463,302880,Karim's,1,Gurgaon,"Global Foyer Mall, Golf Course Road",77.0948924,28.4603029,"Mughlai, North Indian",1000,Indian Rupees(Rs.),Yes,Yes,1000-2000,2.8,Orange,Average,261,India
1464,303960,Manhattan Brewery & Bar Exchange,1,Gurgaon,"Global Foyer Mall, Golf Course Road",77.0950273,28.460271,"Finger Food, American, Continental, North Indian, Italian",2000,Indian Rupees(Rs.),No,No,>2000,4.6,Dark Green,Excellent,2093,India
1465,9773,Di Miso,1,Gurgaon,"Global Foyer Mall, Golf Course Road",77.0946226,28.460546,"Korean, Japanese, Chinese, Asian",1500,Indian Rupees(Rs.),No,No,1000-2000,3.6,Yellow,Good,38,India
1466,309125,Kuuraku,1,Gurgaon,"Global Foyer Mall, Golf Course Road",77.0946989,28.4604087,Japanese,1250,Indian Rupees(Rs.),Yes,No,1000-2000,3.9,Yellow,Good,106,India
1467,18463965,Vapour Bar Exchange,1,Gurgaon,"Global Foyer Mall, Golf Course Road",77.0949823,28.4603115,"Continental, Finger Food, Chinese, North Indian",1600,Indian Rupees(Rs.),Yes,No,1000-2000,3.8,Yellow,Good,31,India
